"rhino_id","inst_id","species","sex","dob","age","birth_type","housing","date","lat","long","keeper_id","social_incomp","active","calm","investigative","sleep","stereotypies","assertive","chemosensory","con_af","con_ag","con_ff","food_ag","no_obj","pre_obj","social","vocal","fam_af","fam_ag","fam_ff","responsive","stranger_af","stranger_ag","stranger_ff"
21286963,"Inst-10","Eastern Black","Female",1989-03-23,33,"Captive","Individual",2023-03-20,28.037066,-82.4194607,"Keeper 145","",3,3,8,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,1,7,8.5,1,4
21286963,"Inst-10","Eastern Black","Female",1989-03-23,34,"Captive","Individual",2023-04-18,28.037066,-82.4194607,"Keeper 218","",5,8,4,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0.5,0,9,8,0.5,0.5
21286963,"Inst-10","Eastern Black","Female",1989-03-23,34,"Captive","Individual",2023-06-07,28.037066,-82.4194607,"Keeper 44","",4,6,6,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,1,7,7,1,1
14662510,"Inst-10","Southern White","Female",1994-07-01,28,"Wild","Social",2023-03-19,28.037066,-82.4194607,"Keeper 28","No",4,9,7,9,0,8,0,10,4,1,4,0,0,9,8,9,0.5,0,9,10,0.5,0
14662510,"Inst-10","Southern White","Female",1994-07-01,28,"Wild","Social",2023-03-20,28.037066,-82.4194607,"Keeper 145","No",10,10,7,3,0,6,5,8,4,0,2,3,3,8,4,10,0,0,7.5,8,0,0
14662510,"Inst-10","Southern White","Female",1994-07-01,28,"Wild","Social",2023-03-25,28.037066,-82.4194607,"Keeper 1","No",7,9.5,6.5,3,NA,5,1.5,10,1,NA,2.5,NA,NA,9.5,10,9.9,NA,NA,8.5,9.9,NA,NA
14662510,"Inst-10","Southern White","Female",1994-07-01,28,"Wild","Social",2023-04-18,28.037066,-82.4194607,"Keeper 218","No",7,6,3,3,0,9,0.5,6,4,0,6,0,7,9,2,9,1,0,9,9,1,0
14662540,"Inst-10","Southern White","Female",2004-11-29,18,"Captive","Social",2023-03-19,28.037066,-82.4194607,"Keeper 28","No",5,9,8,8.5,0,7,0,7,7,3,9,0,0,6,7,7.5,2,0,6,7,0.5,0
14662540,"Inst-10","Southern White","Female",2004-11-29,18,"Captive","Social",2023-03-20,28.037066,-82.4194607,"Keeper 145","No",7,4,4,5,0,10,10,5,5,2,9,5,5,8,10,10,2,0,5,8,0,2
14662540,"Inst-10","Southern White","Female",2004-11-29,18,"Captive","Social",2023-03-25,28.037066,-82.4194607,"Keeper 1","No",7,9.5,7.5,3,1,7,1,9,3,2,5,NA,NA,8,10,9.8,NA,NA,8,10,NA,NA
14662540,"Inst-10","Southern White","Female",2004-11-29,18,"Captive","Social",2023-04-18,28.037066,-82.4194607,"Keeper 218","No",7.5,5,3,2.5,0,7,0.5,2.5,6.5,0,8,8,8,3,9.5,9,1,0,8,9,0,0
14662540,"Inst-10","Southern White","Female",2004-11-29,18,"Captive","Social",2023-06-07,28.037066,-82.4194607,"Keeper 44","No",5,3,5,6,1,7,2,6,7,2,7.5,5,5,6,4,7,1,1,7,5,5,5
14662513,"Inst-10","Southern White","Female",1994-07-01,28,"Wild","Social",2023-03-19,28.037066,-82.4194607,"Keeper 28","No",6,10,8,8,0,6,0,10,2,1,7,0,0,10,6,8,0,1,7,8,0,1
14662513,"Inst-10","Southern White","Female",1994-07-01,28,"Wild","Social",2023-03-20,28.037066,-82.4194607,"Keeper 145","No",10,10,5,3,0,3,2,10,0,0,0,1,1,10,4,7.1,0,0,5,6,0,0
14662513,"Inst-10","Southern White","Female",1994-07-01,28,"Wild","Social",2023-03-25,28.037066,-82.4194607,"Keeper 1","No",7,9.6,7.5,3,NA,5,1,10,2,0.5,5,NA,NA,9.8,10,10,NA,NA,8.5,10,NA,NA
14662513,"Inst-10","Southern White","Female",1994-07-01,28,"Wild","Social",2023-04-18,28.037066,-82.4194607,"Keeper 218","No",7,6,3,3,0,6,0.3,9,0.5,0,4,0,4,9,0.5,9.5,0.5,0,8,9,0,0
14662513,"Inst-10","Southern White","Female",1994-07-01,28,"Wild","Social",2023-06-07,28.037066,-82.4194607,"Keeper 44","No",6,6,5,6,1,1,1,5,1,2,3,2,2,6,1,6,1,1,6,6,1,1
14662507,"Inst-10","Southern White","Male",1994-07-01,28,"Wild","Social",2023-03-19,28.037066,-82.4194607,"Keeper 28","No",5,10,9,9,0,1,10,8,1,8,1,1,0,5,3,10,0,0,10,10,0,0
14662507,"Inst-10","Southern White","Male",1994-07-01,28,"Wild","Social",2023-03-20,28.037066,-82.4194607,"Keeper 145","No",10,8.5,8.6,4,0,4,10,10,3,1,0,2,2,8.5,5,10,0,0,8,10,0,0
14662507,"Inst-10","Southern White","Male",1994-07-01,28,"Wild","Social",2023-03-21,28.037066,-82.4194607,"Keeper 1","No",7,9.8,9.2,3,NA,1,10,10,1,7.5,1,NA,NA,5,5,10,NA,0.5,8.5,10,NA,0.2
14662507,"Inst-10","Southern White","Male",1994-07-01,28,"Wild","Social",2023-04-18,28.037066,-82.4194607,"Keeper 218","No",6,7,5,4,0,1,8,7,0,3,0,0,0,8,2,10,0,0,9,10,0,0
14662507,"Inst-10","Southern White","Male",1994-07-01,28,"Wild","Social",2023-06-07,28.037066,-82.4194607,"Keeper 44","",7,5,6,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,2,1,7,7,3,1
14662249,"Inst-10","Eastern Black","Male",1993-02-11,30,"Captive","Individual",2023-03-15,28.037066,-82.4194607,"Keeper 1","",4,5,9,6,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1,0.1,9.7,5,5,0.2
14662249,"Inst-10","Eastern Black","Male",1993-02-11,30,"Captive","Individual",2023-03-19,28.037066,-82.4194607,"Keeper 28","",2,5,8,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,6,0,10,8,6,0
14662249,"Inst-10","Eastern Black","Male",1993-02-11,30,"Captive","Individual",2023-03-20,28.037066,-82.4194607,"Keeper 145","",8.5,8,10,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.5,2,0,9.5,5,3,0
14662249,"Inst-10","Eastern Black","Male",1993-02-11,30,"Captive","Individual",2023-04-18,28.037066,-82.4194607,"Keeper 218","",6,1,3,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4,0,8,NA,NA,NA
14662249,"Inst-10","Eastern Black","Male",1993-02-11,30,"Captive","Individual",2023-06-07,28.037066,-82.4194607,"Keeper 44","",5,3,6,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,1,5,4,7,2
14662147,"Inst-11","Eastern Black","Male",2010-10-07,12,"Captive","Individual",2023-06-29,32.3699838,-95.3255729,"Keeper 140","",8.9,8.4,7.9,3.3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0.1,0.2,9.9,8,5,8
14662147,"Inst-11","Eastern Black","Male",2010-10-07,12,"Captive","Individual",2023-06-29,32.3699838,-95.3255729,"Keeper 41","",7.6,4.8,7.9,3.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.7,0.1,1.1,9.5,7.5,0.9,5.1
14662147,"Inst-11","Eastern Black","Male",2010-10-07,12,"Captive","Individual",2023-07-06,32.3699838,-95.3255729,"Keeper 121","",4,8,9,6,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.9,0.1,0.1,9,9,0.5,0.5
14662147,"Inst-11","Eastern Black","Male",2010-10-07,12,"Captive","Individual",2023-07-07,32.3699838,-95.3255729,"Keeper 223","",5,9.5,7.5,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.9,0,0.5,9.5,8,0,1
14662147,"Inst-11","Eastern Black","Male",2010-10-07,12,"Captive","Individual",2023-08-01,32.3699838,-95.3255729,"Keeper 208","",7.1,10,10,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0.5,0,9.5,9.1,1,1
14662510,"Inst-10","Southern White","Female",1994-07-01,28,"Wild","Social",2023-06-07,28.037066,-82.4194607,"Keeper 44","No",5,7,5,5,1,2,2,6,4,1,3,2,2,4,1,7,1,1,7,5,1,2
19317336,"Inst-12","Southern Black","Male",2001-01-02,21,"Captive","Individual",2022-12-20,31.6197731,-84.1394581999999,"Keeper 98","",8,4,9,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,5,1,8,4,2,NA
19317336,"Inst-12","Southern Black","Male",2001-01-02,21,"Captive","Individual",2022-12-26,31.6197731,-84.1394581999999,"Keeper 33","",7,1.5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2.5,1,5,4,0.3,4
19317336,"Inst-12","Southern Black","Male",2001-01-02,22,"Captive","Individual",2023-01-25,31.6197731,-84.1394581999999,"Keeper 220","",7,2,7,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,2.5,5,5,5,5
19317336,"Inst-12","Southern Black","Male",2001-01-02,21,"Captive","Individual",2022-12-20,31.6197731,-84.1394581999999,"Keeper 230","No",5,3,6,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,2,0,8,0,7.5,3
14662345,"Inst-14","Eastern Black","Male",2004-08-15,18,"Captive","Individual",2023-02-26,39.1433,-84.50902,"Keeper 183","",5,4,5,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2,1,9,6,3,2
14662345,"Inst-14","Eastern Black","Male",2004-08-15,18,"Captive","Individual",2023-03-03,39.1433,-84.50902,"Keeper 154","",5,3.5,5.5,5,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.5,2.5,1.5,8.5,7,3,3
14662345,"Inst-14","Eastern Black","Male",2004-08-15,18,"Captive","Individual",2023-06-03,39.1433,-84.50902,"Keeper 204","",5.7,3,5.2,4.9,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.4,2.7,2.9,5.9,0.7,7.9,4.6
14662351,"Inst-14","Eastern Black","Female",2009-09-28,13,"Captive","Individual",2023-02-26,39.1433,-84.50902,"Keeper 183","",5,5,7,5,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,3,0.5,9,8,0.5,0.5
14662351,"Inst-14","Eastern Black","Female",2009-09-28,13,"Captive","Individual",2023-03-03,39.1433,-84.50902,"Keeper 154","",5,5,7,5,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1,1,9,8,1,1
14662351,"Inst-14","Eastern Black","Female",2009-09-28,13,"Captive","Individual",2023-05-31,39.1433,-84.50902,"Keeper 204","",5.4,5.4,7.4,3.9,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1.4,0,9,6.4,6.5,2.8
21385660,"Inst-15","Eastern Black","Male",2000-08-29,22,"Captive","Individual",2023-02-14,41.4459468,-81.7126246,"Keeper 153","Yes",10,5,5,8,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0,0,10,10,0,8
21385660,"Inst-15","Eastern Black","Male",2000-08-29,22,"Captive","Individual",2023-02-27,41.4459468,-81.7126246,"Keeper 4","",9.5,1,7,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0.5,0.5,7,8,0,0
21385660,"Inst-15","Eastern Black","Male",2000-08-29,22,"Captive","Individual",2023-02-27,41.4459468,-81.7126246,"Keeper 157","",8,8.5,8,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0.5,0.5,8,9,0,0
21385660,"Inst-15","Eastern Black","Male",2000-08-29,22,"Captive","Individual",2023-02-27,41.4459468,-81.7126246,"Keeper 50","",8.5,2,5,3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0,0,10,8.5,1,1
21385660,"Inst-15","Eastern Black","Male",2000-08-29,22,"Captive","Individual",2023-02-27,41.4459468,-81.7126246,"Keeper 192","",9,9,9,7.5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.5,0.5,0.5,9.5,9.5,0.5,0.5
21385657,"Inst-15","Eastern Black","Female",1993-12-31,29,"Wild","Individual",2023-02-14,41.4459468,-81.7126246,"Keeper 153","No",7,5,10,9.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0,0,10,10,0,0
21385657,"Inst-15","Eastern Black","Female",1993-12-31,29,"Wild","Individual",2023-02-27,41.4459468,-81.7126246,"Keeper 4","",7.5,1,4,5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,2,0.5,9,9,1.5,0.5
21385657,"Inst-15","Eastern Black","Female",1993-12-31,29,"Wild","Individual",2023-02-27,41.4459468,-81.7126246,"Keeper 157","",6.5,2,3,4,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0.5,0,9,7.5,0.5,0
21385657,"Inst-15","Eastern Black","Female",1993-12-31,29,"Wild","Individual",2023-02-27,41.4459468,-81.7126246,"Keeper 50","",6,9,2.5,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2,0.5,9,8,3,9
21385657,"Inst-15","Eastern Black","Female",1993-12-31,29,"Wild","Individual",2023-02-27,41.4459468,-81.7126246,"Keeper 192","",8,3,5,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,4,1,9.5,9.5,5,0.5
21385654,"Inst-15","Eastern Black","Female",2003-08-02,19,"Captive","Individual",2023-02-14,41.4459468,-81.7126246,"Keeper 153","Yes",9.5,8.5,8.5,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0,0,10,10,0,0
21385654,"Inst-15","Eastern Black","Female",2003-08-02,19,"Captive","Individual",2023-02-27,41.4459468,-81.7126246,"Keeper 4","",5,2,4,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.5,1.5,0,10,9.5,0,0
21385654,"Inst-15","Eastern Black","Female",2003-08-02,19,"Captive","Individual",2023-02-27,41.4459468,-81.7126246,"Keeper 157","",6,5,6.5,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.5,0,0,9,9,0.5,0.5
21385654,"Inst-15","Eastern Black","Female",2003-08-02,19,"Captive","Individual",2023-02-27,41.4459468,-81.7126246,"Keeper 50","",7,5,4,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.5,0,0,9.5,7,7,1
21385654,"Inst-15","Eastern Black","Female",2003-08-02,19,"Captive","Individual",2023-02-27,41.4459468,-81.7126246,"Keeper 192","",9,9,9,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.5,1,1,9.5,9,7,1
14662255,"Inst-16","Eastern Black","Male",1993-08-16,29,"Captive","Individual",2022-11-26,39.7501637,-104.948953,"Keeper 195","",5,8,8,4.1,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0.1,0,9.8,1,0.1,0.1
14662255,"Inst-16","Eastern Black","Male",1993-08-16,29,"Captive","Individual",2022-11-20,39.7501637,-104.948953,"Keeper 39","",3.5,4,6,6.5,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0.3,0,9.8,9.5,0.2,0.5
14662255,"Inst-16","Eastern Black","Male",1993-08-16,29,"Captive","Individual",2022-11-27,39.7501637,-104.948953,"Keeper 29","",4.7,8.6,8.4,8.9,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.2,0.5,0.6,7.1,8.2,1.2,1.6
14662255,"Inst-16","Eastern Black","Male",1993-08-16,29,"Captive","Individual",2022-11-19,39.7501637,-104.948953,"Keeper 63","",3.5,8.4,6,7.4,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.6,0.4,0.3,9.6,9,0.5,0.7
19030334,"Inst-17","Southern White","Male",2000-03-13,22,"Captive","Social",2022-11-22,42.4768358,-83.1490441999999,"Keeper 70","No",5,2,8,4,1,9,4,8,4,2,8,2,2,10,7,8,3,0.2,10,7,3,3
19030334,"Inst-17","Southern White","Male",2000-03-13,22,"Captive","Social",2022-11-27,42.4768358,-83.1490441999999,"Keeper 235","No",7,3,7.5,4,0,1.5,0,5.5,2,3,0.5,0,0,9.5,0,9,1.5,2.5,6.5,5,3.5,4.5
19030337,"Inst-17","Southern White","Male",2000-11-07,22,"Captive","Social",2022-11-22,42.4768358,-83.1490441999999,"Keeper 70","No",4,9,9,6,4,2,10,8,2,2,1,1,1,10,1,10,0.2,0.2,9.5,9,0.2,0.2
19030337,"Inst-17","Southern White","Male",2000-11-07,22,"Captive","Social",2022-11-27,42.4768358,-83.1490441999999,"Keeper 235","No",4,9.5,8.5,5,0,4,3,5,1,10,3,2.5,2,3.5,0,9.5,0.5,0,9,9,1,1
19990829,"Inst-18","Southern Black","Male",2000-11-13,22,"Captive","Individual",2023-01-10,28.3574423,-81.5905788,"Keeper 200","",4,8,9.5,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.5,0.5,0.5,9.5,9,1,1
19990829,"Inst-18","Southern Black","Male",2000-11-13,22,"Captive","Individual",2023-01-10,28.3574423,-81.5905788,"Keeper 34","",5,8,9,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,1,NA,10,8,1,1
19990829,"Inst-18","Southern Black","Male",2000-11-13,22,"Captive","Individual",2023-01-11,28.3574423,-81.5905788,"Keeper 61","",6,9,9,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1,0.5,9.5,8,2,2
19990829,"Inst-18","Southern Black","Male",2000-11-13,22,"Captive","Individual",2023-01-13,28.3574423,-81.5905788,"Keeper 191","",7,9.5,6.5,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0,0.5,10,9.5,0,0.5
19990829,"Inst-18","Southern Black","Male",2000-11-13,22,"Captive","Individual",2023-01-13,28.3574423,-81.5905788,"Keeper 43","Yes",6,8,7,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,2,1,8,7,2,2
19990829,"Inst-18","Southern Black","Male",2000-11-13,22,"Captive","Individual",2023-01-15,28.3574423,-81.5905788,"Keeper 143","",7,8,6,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2,0,9,8,0.5,0
19990829,"Inst-18","Southern Black","Male",2000-11-13,22,"Captive","Individual",2023-01-18,28.3574423,-81.5905788,"Keeper 161","",5.2,1,10,8,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,2.3,1,10,10,0.1,0.1
19990829,"Inst-18","Southern Black","Male",2000-11-13,22,"Captive","Individual",2023-01-18,28.3574423,-81.5905788,"Keeper 111","",5,8.1,6.4,5,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1,0.1,9.5,6,3,3.5
19990805,"Inst-18","Southern Black","Male",2001-11-14,21,"Captive","Individual",2023-01-10,28.3574423,-81.5905788,"Keeper 200","",5,2,4,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,2,3,7,6,3,4.5
19990805,"Inst-18","Southern Black","Male",2001-11-14,21,"Captive","Individual",2023-01-11,28.3574423,-81.5905788,"Keeper 61","",6,1,3,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,5,4,5,1,9,9
19990805,"Inst-18","Southern Black","Male",2001-11-14,21,"Captive","Individual",2023-01-13,28.3574423,-81.5905788,"Keeper 191","",8,6,8,3.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0.5,2.5,5,1,1.5,8.5
19990805,"Inst-18","Southern Black","Male",2001-11-14,21,"Captive","Individual",2023-01-13,28.3574423,-81.5905788,"Keeper 43","Yes",5,4,5,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,4,6,1,2,8
19990805,"Inst-18","Southern Black","Male",2001-11-14,21,"Captive","Individual",2023-01-15,28.3574423,-81.5905788,"Keeper 143","",7,2,2,3.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1.6,7,8,1,9,9
19990805,"Inst-18","Southern Black","Male",2001-11-14,21,"Captive","Individual",2023-01-15,28.3574423,-81.5905788,"Keeper 226","Yes",5,1,3,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0.5,1,9,0,1,9.5
19990805,"Inst-18","Southern Black","Male",2001-11-14,21,"Captive","Individual",2023-01-18,28.3574423,-81.5905788,"Keeper 161","",7.7,0.4,0.3,7.4,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,9.5,4,7.3,0.5,9.4,10
19990805,"Inst-18","Southern Black","Male",2001-11-14,21,"Captive","Individual",2023-01-10,28.3574423,-81.5905788,"Keeper 34","",5,3,2,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,5,7,1,2,9
19990832,"Inst-18","Southern White","Male",1995-11-11,27,"Captive","Social",2022-12-06,28.3574423,-81.5905788,"Keeper 211","No",6,8,9,4,0.5,0.5,9,8,0.5,4,0.5,NA,NA,9,7.5,8,1,0.1,9.5,9,0.1,0.1
19990832,"Inst-18","Southern White","Male",1995-11-11,27,"Captive","Social",2022-12-07,28.3574423,-81.5905788,"Keeper 146","No",5,9,9,6,3,1,10,9,0.5,0.5,0.5,2,2,9,7,10,0.5,0.5,9.5,10,0.2,0.2
19990832,"Inst-18","Southern White","Male",1995-11-11,27,"Captive","Social",2022-12-11,28.3574423,-81.5905788,"Keeper 210","Yes",9,6,6.9,4.8,NA,2,9.5,7,1,5,0.6,1,1,5,4,8,0.7,0.7,8.4,8.5,0.5,1.7
19990832,"Inst-18","Southern White","Male",1995-11-11,27,"Captive","Social",2023-01-01,28.3574423,-81.5905788,"Keeper 156","No",8,3.5,8.1,3.3,NA,2,8,8.3,1,4,0,0,0,10,9,9,0,0,8.3,8.2,0,0
19990832,"Inst-18","Southern White","Male",1995-11-11,27,"Captive","Social",2023-01-04,28.3574423,-81.5905788,"Keeper 114","No",6.4,8.8,7,4.5,0.1,0.1,2.8,9,0,6.2,0,NA,NA,8.8,5.5,9.4,0.5,0.5,9.1,8.5,0.6,1.2
19990832,"Inst-18","Southern White","Male",1995-11-11,27,"Captive","Social",2023-01-16,28.3574423,-81.5905788,"Keeper 91","Yes",7,8,8.2,5.4,0.7,7.4,9.7,7.4,0.5,0.1,0.2,2.1,2.9,8.5,6.6,9.5,0.3,0.5,8.5,7.1,NA,NA
19990832,"Inst-18","Southern White","Male",1995-11-11,27,"Captive","Social",2023-01-22,28.3574423,-81.5905788,"Keeper 71","No",7.5,6,5,2.5,2,3,8,8,1,6,0,2.5,4,7.5,7.5,8,0,0,7,9,0,1
14662504,"Inst-18","Southern White","Female",1996-05-24,26,"Wild","Social",2022-12-11,28.3574423,-81.5905788,"Keeper 210","No",5,8.5,9.5,8.5,NA,7.5,1.5,8.6,5.5,1,6,4,7,7.1,7.6,9.4,1,NA,7,7.5,1,1
14662504,"Inst-18","Southern White","Female",1996-05-24,26,"Wild","Social",2022-12-27,28.3574423,-81.5905788,"Keeper 146","No",3,9,7,8,0,8.5,NA,8.5,4,1,5,2,0,5,2,8,1,0,6,6.5,2,0
14662504,"Inst-18","Southern White","Female",1996-05-24,26,"Wild","Social",2023-01-01,28.3574423,-81.5905788,"Keeper 156","No",4,7.5,3.6,6.3,NA,8.2,2.2,7.8,4,0,5.5,0,0,9,6.5,7.7,2.5,0,7.1,8,1.6,0
14662504,"Inst-18","Southern White","Female",1996-05-24,26,"Wild","Social",2023-01-10,28.3574423,-81.5905788,"Keeper 114","No",3.5,4.1,3.8,5,0.1,5.9,0.6,2,3.9,1.5,4,0.6,0.6,1.5,1.4,2.8,1.2,0.2,5.5,0.5,0.9,0.9
14662504,"Inst-18","Southern White","Female",1996-05-24,26,"Wild","Social",2023-01-16,28.3574423,-81.5905788,"Keeper 91","No",6,3.4,8.2,8.2,1,5,0.8,8.3,7.9,5.2,7.5,8,6.9,3,2.1,2.3,5.2,3.7,4.1,3,3.1,5.9
14662504,"Inst-18","Southern White","Female",1996-05-24,26,"Wild","Social",2023-01-22,28.3574423,-81.5905788,"Keeper 71","No",5.5,6.5,4,4.5,2,5.5,1,7,4.5,2,3,1,1,2.5,2,5.5,3,1,7,2,1,4
19990811,"Inst-18","Southern White","Female",1999-03-23,23,"Captive","Social",2022-12-07,28.3574423,-81.5905788,"Keeper 146","No",5,5,3,5,3,7,3,6,2,1,7,0.5,0.5,3,5,5,2,5,3,3,1,4
19990811,"Inst-18","Southern White","Female",1999-03-23,23,"Captive","Social",2022-12-11,28.3574423,-81.5905788,"Keeper 210","No",3,5.5,3,6.5,NA,7,1.4,7,4,6,4,3.2,3.3,6,6.8,7.4,1.3,1.1,7.7,5,1.2,4
19990811,"Inst-18","Southern White","Female",1999-03-23,23,"Captive","Social",2023-01-01,28.3574423,-81.5905788,"Keeper 156","No",6.1,5.7,6.3,5.3,NA,8.2,5.1,6.1,2,0,3,0,0,10,5.2,8,1,0,7.6,7.1,1,2.1
19990811,"Inst-18","Southern White","Female",1999-03-23,23,"Captive","Social",2023-01-09,28.3574423,-81.5905788,"Keeper 114","No",3.6,4.8,2.3,5.5,0.1,6.7,2.2,6.1,3.3,0.8,3.7,0.8,3.6,4.7,0.7,5.7,3.9,1.6,4.1,1.2,1.8,3
19990811,"Inst-18","Southern White","Female",1999-03-23,23,"Captive","Social",2023-01-16,28.3574423,-81.5905788,"Keeper 91","Yes",7.8,7,6.3,5.9,NA,5,1,8.1,0.5,NA,1.2,0.5,0.4,8.5,6,6,0.5,1,8.3,2.1,0.1,5
19990811,"Inst-18","Southern White","Female",1999-03-23,23,"Captive","Social",2023-01-22,28.3574423,-81.5905788,"Keeper 71","Yes",5,4,3,4,1.5,6,1,7,4,3,5,1,1,3,2,6,3,1.5,6.5,5,1,6
19990835,"Inst-18","Southern White","Female",2015-02-19,7,"Captive","Social",2022-12-11,28.3574423,-81.5905788,"Keeper 210","Yes",6,2,1,5,NA,2.1,1,6.7,2.5,7,4,1,1.2,5.2,3.9,6.6,1.1,3.6,7.9,4.1,1.1,4
19990835,"Inst-18","Southern White","Female",2015-02-19,7,"Captive","Social",2022-12-27,28.3574423,-81.5905788,"Keeper 146","No",9,2,3,4,5,3,NA,8,2,3,4,1,1,9.5,9,10,0.5,3,10,8,1,3
19990835,"Inst-18","Southern White","Female",2015-02-19,7,"Captive","Social",2023-01-01,28.3574423,-81.5905788,"Keeper 156","No",8,2,2,5.1,NA,4,4,7,1,3,2,0,0,8,4.2,10,0,0,7.3,7.6,0,2.3
19990835,"Inst-18","Southern White","Female",2015-02-19,7,"Captive","Social",2023-01-16,28.3574423,-81.5905788,"Keeper 114","No",5.3,1.4,1.1,4.7,0.1,1.4,0.7,3.6,2.8,4.2,1.6,1.1,1.2,4.3,1.2,7.2,0.7,0.7,7.5,2.4,1.2,3.8
19990835,"Inst-18","Southern White","Female",2015-02-19,7,"Captive","Social",2023-01-16,28.3574423,-81.5905788,"Keeper 91","Yes",8.2,0.7,5.5,6.9,0.9,3.2,2.7,4.2,2.1,4.4,2.3,1.6,1.6,7.9,3.9,8.7,0.5,2.7,8.6,4.5,0.6,8.3
19990835,"Inst-18","Southern White","Female",2015-02-19,7,"Captive","Social",2023-01-23,28.3574423,-81.5905788,"Keeper 71","Yes",7.5,5.6,3.7,2.5,2,3.2,2,7.1,6,6.3,6.5,0.7,1,8,7.5,9,1.5,3.2,8,7.2,1.5,1.5
19990808,"Inst-18","Southern White","Female",2010-01-17,12,"Captive","Social",2022-12-11,28.3574423,-81.5905788,"Keeper 210","No",7,2,2,5,NA,8.5,1,6,6.6,1.6,7.2,1.3,4,7.1,4.4,4,7,2,8,7,4,NA
